split,class,filename,binary_label
train,genuine,00042.jpg,genuine
train,tampered_text,00042.jpg,tampered
train,tampered_photo,00042.jpg,tampered
train,tampered_stamp,00042.jpg,tampered
train,genuine,00043.jpg,genuine
train,tampered_text,00043.jpg,tampered
train,tampered_photo,00043.jpg,tampered
train,tampered_stamp,00043.jpg,tampered
train,genuine,00044.jpg,genuine
train,tampered_text,00044.jpg,tampered
train,tampered_photo,00044.jpg,tampered
train,tampered_stamp,00044.jpg,tampered
train,genuine,00045.jpg,genuine
train,tampered_text,00045.jpg,tampered
train,tampered_photo,00045.jpg,tampered
train,tampered_stamp,00045.jpg,tampered
train,genuine,00046.jpg,genuine
train,tampered_text,00046.jpg,tampered
train,tampered_photo,00046.jpg,tampered
train,tampered_stamp,00046.jpg,tampered
train,genuine,00047.jpg,genuine
train,tampered_text,00047.jpg,tampered
train,tampered_photo,00047.jpg,tampered
train,tampered_stamp,00047.jpg,tampered
train,genuine,00048.jpg,genuine
train,tampered_text,00048.jpg,tampered
train,tampered_photo,00048.jpg,tampered
train,tampered_stamp,00048.jpg,tampered
train,genuine,00049.jpg,genuine
train,tampered_text,00049.jpg,tampered
train,tampered_photo,00049.jpg,tampered
train,tampered_stamp,00049.jpg,tampered
train,genuine,00050.jpg,genuine
train,tampered_text,00050.jpg,tampered
train,tampered_photo,00050.jpg,tampered
train,tampered_stamp,00050.jpg,tampered
train,genuine,00051.jpg,genuine
train,tampered_text,00051.jpg,tampered
train,tampered_photo,00051.jpg,tampered
train,tampered_stamp,00051.jpg,tampered
train,genuine,00052.jpg,genuine
train,tampered_text,00052.jpg,tampered
train,tampered_photo,00052.jpg,tampered
train,tampered_stamp,00052.jpg,tampered
train,genuine,00053.jpg,genuine
train,tampered_text,00053.jpg,tampered
train,tampered_photo,00053.jpg,tampered
train,tampered_stamp,00053.jpg,tampered
train,genuine,00054.jpg,genuine
train,tampered_text,00054.jpg,tampered
train,tampered_photo,00054.jpg,tampered
train,tampered_stamp,00054.jpg,tampered
train,genuine,00055.jpg,genuine
train,tampered_text,00055.jpg,tampered
train,tampered_photo,00055.jpg,tampered
train,tampered_stamp,00055.jpg,tampered
train,genuine,00056.jpg,genuine
train,tampered_text,00056.jpg,tampered
train,tampered_photo,00056.jpg,tampered
train,tampered_stamp,00056.jpg,tampered
train,genuine,00057.jpg,genuine
train,tampered_text,00057.jpg,tampered
train,tampered_photo,00057.jpg,tampered
train,tampered_stamp,00057.jpg,tampered
train,genuine,00058.jpg,genuine
train,tampered_text,00058.jpg,tampered
train,tampered_photo,00058.jpg,tampered
train,tampered_stamp,00058.jpg,tampered
train,genuine,00059.jpg,genuine
train,tampered_text,00059.jpg,tampered
train,tampered_photo,00059.jpg,tampered
train,tampered_stamp,00059.jpg,tampered
train,genuine,00060.jpg,genuine
train,tampered_text,00060.jpg,tampered
train,tampered_photo,00060.jpg,tampered
train,tampered_stamp,00060.jpg,tampered
train,genuine,00061.jpg,genuine
train,tampered_text,00061.jpg,tampered
train,tampered_photo,00061.jpg,tampered
train,tampered_stamp,00061.jpg,tampered
train,genuine,00062.jpg,genuine
train,tampered_text,00062.jpg,tampered
train,tampered_photo,00062.jpg,tampered
train,tampered_stamp,00062.jpg,tampered
train,genuine,00063.jpg,genuine
train,tampered_text,00063.jpg,tampered
train,tampered_photo,00063.jpg,tampered
train,tampered_stamp,00063.jpg,tampered
train,genuine,00064.jpg,genuine
train,tampered_text,00064.jpg,tampered
train,tampered_photo,00064.jpg,tampered
train,tampered_stamp,00064.jpg,tampered
train,genuine,00065.jpg,genuine
train,tampered_text,00065.jpg,tampered
train,tampered_photo,00065.jpg,tampered
train,tampered_stamp,00065.jpg,tampered
train,genuine,00066.jpg,genuine
train,tampered_text,00066.jpg,tampered
train,tampered_photo,00066.jpg,tampered
train,tampered_stamp,00066.jpg,tampered
train,genuine,00067.jpg,genuine
train,tampered_text,00067.jpg,tampered
train,tampered_photo,00067.jpg,tampered
train,tampered_stamp,00067.jpg,tampered
train,genuine,00068.jpg,genuine
train,tampered_text,00068.jpg,tampered
train,tampered_photo,00068.jpg,tampered
train,tampered_stamp,00068.jpg,tampered
train,genuine,00069.jpg,genuine
train,tampered_text,00069.jpg,tampered
train,tampered_photo,00069.jpg,tampered
train,tampered_stamp,00069.jpg,tampered
train,genuine,00070.jpg,genuine
train,tampered_text,00070.jpg,tampered
train,tampered_photo,00070.jpg,tampered
train,tampered_stamp,00070.jpg,tampered
train,genuine,00071.jpg,genuine
train,tampered_text,00071.jpg,tampered
train,tampered_photo,00071.jpg,tampered
train,tampered_stamp,00071.jpg,tampered
train,genuine,00072.jpg,genuine
train,tampered_text,00072.jpg,tampered
train,tampered_photo,00072.jpg,tampered
train,tampered_stamp,00072.jpg,tampered
train,genuine,00073.jpg,genuine
train,tampered_text,00073.jpg,tampered
train,tampered_photo,00073.jpg,tampered
train,tampered_stamp,00073.jpg,tampered
train,genuine,00074.jpg,genuine
train,tampered_text,00074.jpg,tampered
train,tampered_photo,00074.jpg,tampered
train,tampered_stamp,00074.jpg,tampered
train,genuine,00075.jpg,genuine
train,tampered_text,00075.jpg,tampered
train,tampered_photo,00075.jpg,tampered
train,tampered_stamp,00075.jpg,tampered
train,genuine,00076.jpg,genuine
train,tampered_text,00076.jpg,tampered
train,tampered_photo,00076.jpg,tampered
train,tampered_stamp,00076.jpg,tampered
train,genuine,00077.jpg,genuine
train,tampered_text,00077.jpg,tampered
train,tampered_photo,00077.jpg,tampered
train,tampered_stamp,00077.jpg,tampered
train,genuine,00078.jpg,genuine
train,tampered_text,00078.jpg,tampered
train,tampered_photo,00078.jpg,tampered
train,tampered_stamp,00078.jpg,tampered
train,genuine,00079.jpg,genuine
train,tampered_text,00079.jpg,tampered
train,tampered_photo,00079.jpg,tampered
train,tampered_stamp,00079.jpg,tampered
train,genuine,00080.jpg,genuine
train,tampered_text,00080.jpg,tampered
train,tampered_photo,00080.jpg,tampered
train,tampered_stamp,00080.jpg,tampered
train,genuine,00081.jpg,genuine
train,tampered_text,00081.jpg,tampered
train,tampered_photo,00081.jpg,tampered
train,tampered_stamp,00081.jpg,tampered
train,genuine,00082.jpg,genuine
train,tampered_text,00082.jpg,tampered
train,tampered_photo,00082.jpg,tampered
train,tampered_stamp,00082.jpg,tampered
train,genuine,00083.jpg,genuine
train,tampered_text,00083.jpg,tampered
train,tampered_photo,00083.jpg,tampered
train,tampered_stamp,00083.jpg,tampered
train,genuine,00084.jpg,genuine
train,tampered_text,00084.jpg,tampered
train,tampered_photo,00084.jpg,tampered
train,tampered_stamp,00084.jpg,tampered
train,genuine,00085.jpg,genuine
train,tampered_text,00085.jpg,tampered
train,tampered_photo,00085.jpg,tampered
train,tampered_stamp,00085.jpg,tampered
train,genuine,00086.jpg,genuine
train,tampered_text,00086.jpg,tampered
train,tampered_photo,00086.jpg,tampered
train,tampered_stamp,00086.jpg,tampered
train,genuine,00087.jpg,genuine
train,tampered_text,00087.jpg,tampered
train,tampered_photo,00087.jpg,tampered
train,tampered_stamp,00087.jpg,tampered
train,genuine,00088.jpg,genuine
train,tampered_text,00088.jpg,tampered
train,tampered_photo,00088.jpg,tampered
train,tampered_stamp,00088.jpg,tampered
train,genuine,00089.jpg,genuine
train,tampered_text,00089.jpg,tampered
train,tampered_photo,00089.jpg,tampered
train,tampered_stamp,00089.jpg,tampered
train,genuine,00090.jpg,genuine
train,tampered_text,00090.jpg,tampered
train,tampered_photo,00090.jpg,tampered
train,tampered_stamp,00090.jpg,tampered
train,genuine,00091.jpg,genuine
train,tampered_text,00091.jpg,tampered
train,tampered_photo,00091.jpg,tampered
train,tampered_stamp,00091.jpg,tampered
train,genuine,00092.jpg,genuine
train,tampered_text,00092.jpg,tampered
train,tampered_photo,00092.jpg,tampered
train,tampered_stamp,00092.jpg,tampered
train,genuine,00093.jpg,genuine
train,tampered_text,00093.jpg,tampered
train,tampered_photo,00093.jpg,tampered
train,tampered_stamp,00093.jpg,tampered
train,genuine,00094.jpg,genuine
train,tampered_text,00094.jpg,tampered
train,tampered_photo,00094.jpg,tampered
train,tampered_stamp,00094.jpg,tampered
train,genuine,00095.jpg,genuine
train,tampered_text,00095.jpg,tampered
train,tampered_photo,00095.jpg,tampered
train,tampered_stamp,00095.jpg,tampered
train,genuine,00096.jpg,genuine
train,tampered_text,00096.jpg,tampered
train,tampered_photo,00096.jpg,tampered
train,tampered_stamp,00096.jpg,tampered
train,genuine,00097.jpg,genuine
train,tampered_text,00097.jpg,tampered
train,tampered_photo,00097.jpg,tampered
train,tampered_stamp,00097.jpg,tampered
train,genuine,00098.jpg,genuine
train,tampered_text,00098.jpg,tampered
train,tampered_photo,00098.jpg,tampered
train,tampered_stamp,00098.jpg,tampered
train,genuine,00099.jpg,genuine
train,tampered_text,00099.jpg,tampered
train,tampered_photo,00099.jpg,tampered
train,tampered_stamp,00099.jpg,tampered
train,genuine,00100.jpg,genuine
train,tampered_text,00100.jpg,tampered
train,tampered_photo,00100.jpg,tampered
train,tampered_stamp,00100.jpg,tampered
train,genuine,00101.jpg,genuine
train,tampered_text,00101.jpg,tampered
train,tampered_photo,00101.jpg,tampered
train,tampered_stamp,00101.jpg,tampered
train,genuine,00102.jpg,genuine
train,tampered_text,00102.jpg,tampered
train,tampered_photo,00102.jpg,tampered
train,tampered_stamp,00102.jpg,tampered
train,genuine,00103.jpg,genuine
train,tampered_text,00103.jpg,tampered
train,tampered_photo,00103.jpg,tampered
train,tampered_stamp,00103.jpg,tampered
train,genuine,00104.jpg,genuine
train,tampered_text,00104.jpg,tampered
train,tampered_photo,00104.jpg,tampered
train,tampered_stamp,00104.jpg,tampered
train,genuine,00105.jpg,genuine
train,tampered_text,00105.jpg,tampered
train,tampered_photo,00105.jpg,tampered
train,tampered_stamp,00105.jpg,tampered
train,genuine,00106.jpg,genuine
train,tampered_text,00106.jpg,tampered
train,tampered_photo,00106.jpg,tampered
train,tampered_stamp,00106.jpg,tampered
train,genuine,00107.jpg,genuine
train,tampered_text,00107.jpg,tampered
train,tampered_photo,00107.jpg,tampered
train,tampered_stamp,00107.jpg,tampered
train,genuine,00108.jpg,genuine
train,tampered_text,00108.jpg,tampered
train,tampered_photo,00108.jpg,tampered
train,tampered_stamp,00108.jpg,tampered
train,genuine,00109.jpg,genuine
train,tampered_text,00109.jpg,tampered
train,tampered_photo,00109.jpg,tampered
train,tampered_stamp,00109.jpg,tampered
train,genuine,00110.jpg,genuine
train,tampered_text,00110.jpg,tampered
train,tampered_photo,00110.jpg,tampered
train,tampered_stamp,00110.jpg,tampered
train,genuine,00111.jpg,genuine
train,tampered_text,00111.jpg,tampered
train,tampered_photo,00111.jpg,tampered
train,tampered_stamp,00111.jpg,tampered
train,genuine,00112.jpg,genuine
train,tampered_text,00112.jpg,tampered
train,tampered_photo,00112.jpg,tampered
train,tampered_stamp,00112.jpg,tampered
train,genuine,00113.jpg,genuine
train,tampered_text,00113.jpg,tampered
train,tampered_photo,00113.jpg,tampered
train,tampered_stamp,00113.jpg,tampered
train,genuine,00114.jpg,genuine
train,tampered_text,00114.jpg,tampered
train,tampered_photo,00114.jpg,tampered
train,tampered_stamp,00114.jpg,tampered
train,genuine,00115.jpg,genuine
train,tampered_text,00115.jpg,tampered
train,tampered_photo,00115.jpg,tampered
train,tampered_stamp,00115.jpg,tampered
train,genuine,00116.jpg,genuine
train,tampered_text,00116.jpg,tampered
train,tampered_photo,00116.jpg,tampered
train,tampered_stamp,00116.jpg,tampered
train,genuine,00117.jpg,genuine
train,tampered_text,00117.jpg,tampered
train,tampered_photo,00117.jpg,tampered
train,tampered_stamp,00117.jpg,tampered
train,genuine,00118.jpg,genuine
train,tampered_text,00118.jpg,tampered
train,tampered_photo,00118.jpg,tampered
train,tampered_stamp,00118.jpg,tampered
train,genuine,00119.jpg,genuine
train,tampered_text,00119.jpg,tampered
train,tampered_photo,00119.jpg,tampered
train,tampered_stamp,00119.jpg,tampered
train,genuine,00120.jpg,genuine
train,tampered_text,00120.jpg,tampered
train,tampered_photo,00120.jpg,tampered
train,tampered_stamp,00120.jpg,tampered
train,genuine,00121.jpg,genuine
train,tampered_text,00121.jpg,tampered
train,tampered_photo,00121.jpg,tampered
train,tampered_stamp,00121.jpg,tampered
train,genuine,00122.jpg,genuine
train,tampered_text,00122.jpg,tampered
train,tampered_photo,00122.jpg,tampered
train,tampered_stamp,00122.jpg,tampered
train,genuine,00123.jpg,genuine
train,tampered_text,00123.jpg,tampered
train,tampered_photo,00123.jpg,tampered
train,tampered_stamp,00123.jpg,tampered
train,genuine,00124.jpg,genuine
train,tampered_text,00124.jpg,tampered
train,tampered_photo,00124.jpg,tampered
train,tampered_stamp,00124.jpg,tampered
train,genuine,00125.jpg,genuine
train,tampered_text,00125.jpg,tampered
train,tampered_photo,00125.jpg,tampered
train,tampered_stamp,00125.jpg,tampered
train,genuine,00126.jpg,genuine
train,tampered_text,00126.jpg,tampered
train,tampered_photo,00126.jpg,tampered
train,tampered_stamp,00126.jpg,tampered
train,genuine,00127.jpg,genuine
train,tampered_text,00127.jpg,tampered
train,tampered_photo,00127.jpg,tampered
train,tampered_stamp,00127.jpg,tampered
train,genuine,00128.jpg,genuine
train,tampered_text,00128.jpg,tampered
train,tampered_photo,00128.jpg,tampered
train,tampered_stamp,00128.jpg,tampered
train,genuine,00129.jpg,genuine
train,tampered_text,00129.jpg,tampered
train,tampered_photo,00129.jpg,tampered
train,tampered_stamp,00129.jpg,tampered
train,genuine,00130.jpg,genuine
train,tampered_text,00130.jpg,tampered
train,tampered_photo,00130.jpg,tampered
train,tampered_stamp,00130.jpg,tampered
train,genuine,00131.jpg,genuine
train,tampered_text,00131.jpg,tampered
train,tampered_photo,00131.jpg,tampered
train,tampered_stamp,00131.jpg,tampered
train,genuine,00132.jpg,genuine
train,tampered_text,00132.jpg,tampered
train,tampered_photo,00132.jpg,tampered
train,tampered_stamp,00132.jpg,tampered
train,genuine,00133.jpg,genuine
train,tampered_text,00133.jpg,tampered
train,tampered_photo,00133.jpg,tampered
train,tampered_stamp,00133.jpg,tampered
train,genuine,00134.jpg,genuine
train,tampered_text,00134.jpg,tampered
train,tampered_photo,00134.jpg,tampered
train,tampered_stamp,00134.jpg,tampered
train,genuine,00135.jpg,genuine
train,tampered_text,00135.jpg,tampered
train,tampered_photo,00135.jpg,tampered
train,tampered_stamp,00135.jpg,tampered
train,genuine,00136.jpg,genuine
train,tampered_text,00136.jpg,tampered
train,tampered_photo,00136.jpg,tampered
train,tampered_stamp,00136.jpg,tampered
train,genuine,00137.jpg,genuine
train,tampered_text,00137.jpg,tampered
train,tampered_photo,00137.jpg,tampered
train,tampered_stamp,00137.jpg,tampered
train,genuine,00138.jpg,genuine
train,tampered_text,00138.jpg,tampered
train,tampered_photo,00138.jpg,tampered
train,tampered_stamp,00138.jpg,tampered
train,genuine,00139.jpg,genuine
train,tampered_text,00139.jpg,tampered
train,tampered_photo,00139.jpg,tampered
train,tampered_stamp,00139.jpg,tampered
train,genuine,00140.jpg,genuine
train,tampered_text,00140.jpg,tampered
train,tampered_photo,00140.jpg,tampered
train,tampered_stamp,00140.jpg,tampered
train,genuine,00141.jpg,genuine
train,tampered_text,00141.jpg,tampered
train,tampered_photo,00141.jpg,tampered
train,tampered_stamp,00141.jpg,tampered
train,genuine,00142.jpg,genuine
train,tampered_text,00142.jpg,tampered
train,tampered_photo,00142.jpg,tampered
train,tampered_stamp,00142.jpg,tampered
train,genuine,00143.jpg,genuine
train,tampered_text,00143.jpg,tampered
train,tampered_photo,00143.jpg,tampered
train,tampered_stamp,00143.jpg,tampered
train,genuine,00144.jpg,genuine
train,tampered_text,00144.jpg,tampered
train,tampered_photo,00144.jpg,tampered
train,tampered_stamp,00144.jpg,tampered
train,genuine,00145.jpg,genuine
train,tampered_text,00145.jpg,tampered
train,tampered_photo,00145.jpg,tampered
train,tampered_stamp,00145.jpg,tampered
train,genuine,00146.jpg,genuine
train,tampered_text,00146.jpg,tampered
train,tampered_photo,00146.jpg,tampered
train,tampered_stamp,00146.jpg,tampered
train,genuine,00147.jpg,genuine
train,tampered_text,00147.jpg,tampered
train,tampered_photo,00147.jpg,tampered
train,tampered_stamp,00147.jpg,tampered
train,genuine,00148.jpg,genuine
train,tampered_text,00148.jpg,tampered
train,tampered_photo,00148.jpg,tampered
train,tampered_stamp,00148.jpg,tampered
train,genuine,00149.jpg,genuine
train,tampered_text,00149.jpg,tampered
train,tampered_photo,00149.jpg,tampered
train,tampered_stamp,00149.jpg,tampered
train,genuine,00150.jpg,genuine
train,tampered_text,00150.jpg,tampered
train,tampered_photo,00150.jpg,tampered
train,tampered_stamp,00150.jpg,tampered
train,genuine,00151.jpg,genuine
train,tampered_text,00151.jpg,tampered
train,tampered_photo,00151.jpg,tampered
train,tampered_stamp,00151.jpg,tampered
train,genuine,00152.jpg,genuine
train,tampered_text,00152.jpg,tampered
train,tampered_photo,00152.jpg,tampered
train,tampered_stamp,00152.jpg,tampered
train,genuine,00153.jpg,genuine
train,tampered_text,00153.jpg,tampered
train,tampered_photo,00153.jpg,tampered
train,tampered_stamp,00153.jpg,tampered
train,genuine,00154.jpg,genuine
train,tampered_text,00154.jpg,tampered
train,tampered_photo,00154.jpg,tampered
train,tampered_stamp,00154.jpg,tampered
train,genuine,00155.jpg,genuine
train,tampered_text,00155.jpg,tampered
train,tampered_photo,00155.jpg,tampered
train,tampered_stamp,00155.jpg,tampered
train,genuine,00156.jpg,genuine
train,tampered_text,00156.jpg,tampered
train,tampered_photo,00156.jpg,tampered
train,tampered_stamp,00156.jpg,tampered
train,genuine,00157.jpg,genuine
train,tampered_text,00157.jpg,tampered
train,tampered_photo,00157.jpg,tampered
train,tampered_stamp,00157.jpg,tampered
train,genuine,00158.jpg,genuine
train,tampered_text,00158.jpg,tampered
train,tampered_photo,00158.jpg,tampered
train,tampered_stamp,00158.jpg,tampered
train,genuine,00159.jpg,genuine
train,tampered_text,00159.jpg,tampered
train,tampered_photo,00159.jpg,tampered
train,tampered_stamp,00159.jpg,tampered
train,genuine,00160.jpg,genuine
train,tampered_text,00160.jpg,tampered
train,tampered_photo,00160.jpg,tampered
train,tampered_stamp,00160.jpg,tampered
train,genuine,00161.jpg,genuine
train,tampered_text,00161.jpg,tampered
train,tampered_photo,00161.jpg,tampered
train,tampered_stamp,00161.jpg,tampered
train,genuine,00162.jpg,genuine
train,tampered_text,00162.jpg,tampered
train,tampered_photo,00162.jpg,tampered
train,tampered_stamp,00162.jpg,tampered
train,genuine,00163.jpg,genuine
train,tampered_text,00163.jpg,tampered
train,tampered_photo,00163.jpg,tampered
train,tampered_stamp,00163.jpg,tampered
train,genuine,00164.jpg,genuine
train,tampered_text,00164.jpg,tampered
train,tampered_photo,00164.jpg,tampered
train,tampered_stamp,00164.jpg,tampered
train,genuine,00165.jpg,genuine
train,tampered_text,00165.jpg,tampered
train,tampered_photo,00165.jpg,tampered
train,tampered_stamp,00165.jpg,tampered
train,genuine,00166.jpg,genuine
train,tampered_text,00166.jpg,tampered
train,tampered_photo,00166.jpg,tampered
train,tampered_stamp,00166.jpg,tampered
train,genuine,00167.jpg,genuine
train,tampered_text,00167.jpg,tampered
train,tampered_photo,00167.jpg,tampered
train,tampered_stamp,00167.jpg,tampered
train,genuine,00168.jpg,genuine
train,tampered_text,00168.jpg,tampered
train,tampered_photo,00168.jpg,tampered
train,tampered_stamp,00168.jpg,tampered
train,genuine,00169.jpg,genuine
train,tampered_text,00169.jpg,tampered
train,tampered_photo,00169.jpg,tampered
train,tampered_stamp,00169.jpg,tampered
train,genuine,00170.jpg,genuine
train,tampered_text,00170.jpg,tampered
train,tampered_photo,00170.jpg,tampered
train,tampered_stamp,00170.jpg,tampered
train,genuine,00171.jpg,genuine
train,tampered_text,00171.jpg,tampered
train,tampered_photo,00171.jpg,tampered
train,tampered_stamp,00171.jpg,tampered
train,genuine,00172.jpg,genuine
train,tampered_text,00172.jpg,tampered
train,tampered_photo,00172.jpg,tampered
train,tampered_stamp,00172.jpg,tampered
train,genuine,00173.jpg,genuine
train,tampered_text,00173.jpg,tampered
train,tampered_photo,00173.jpg,tampered
train,tampered_stamp,00173.jpg,tampered
train,genuine,00174.jpg,genuine
train,tampered_text,00174.jpg,tampered
train,tampered_photo,00174.jpg,tampered
train,tampered_stamp,00174.jpg,tampered
train,genuine,00175.jpg,genuine
train,tampered_text,00175.jpg,tampered
train,tampered_photo,00175.jpg,tampered
train,tampered_stamp,00175.jpg,tampered
train,genuine,00176.jpg,genuine
train,tampered_text,00176.jpg,tampered
train,tampered_photo,00176.jpg,tampered
train,tampered_stamp,00176.jpg,tampered
train,genuine,00177.jpg,genuine
train,tampered_text,00177.jpg,tampered
train,tampered_photo,00177.jpg,tampered
train,tampered_stamp,00177.jpg,tampered
train,genuine,00178.jpg,genuine
train,tampered_text,00178.jpg,tampered
train,tampered_photo,00178.jpg,tampered
train,tampered_stamp,00178.jpg,tampered
train,genuine,00179.jpg,genuine
train,tampered_text,00179.jpg,tampered
train,tampered_photo,00179.jpg,tampered
train,tampered_stamp,00179.jpg,tampered
train,genuine,00180.jpg,genuine
train,tampered_text,00180.jpg,tampered
train,tampered_photo,00180.jpg,tampered
train,tampered_stamp,00180.jpg,tampered
train,genuine,00181.jpg,genuine
train,tampered_text,00181.jpg,tampered
